Id,airline_sentiment,airline,retweet_count,text,tweet_coord,tweet_location,user_timezone
7684,negative,United,0,@united That was the problem.  We were being told the aircraft was on its way.,,"Elmira, NY",
7685,negative,Southwest,0,@SouthwestAir I figured the streaming wouldn't work per the TOS but just the @NASCAR site is taking longer than 5 minutes to load,,"Philadelphia, PA",Eastern Time (US & Canada)
7686,positive,Delta,0,@JetBlue #ClosePWCS please just tweet this🙏🙏❤️ I fly jetblue every time btw😏,,im 5sos af :))),Eastern Time (US & Canada)
7687,neutral,Virgin America,0,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”,,VFILES DJ CHAMPION,Eastern Time (US & Canada)
7688,negative,United,0,"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I'm guessing our benefits aren't great.","[29.97877958, -95.33246329]",,Eastern Time (US & Canada)
7689,neutral,US Airways,0,@USAirways can you DM me &amp; add me to the upgrade list for a flt tonight?,,"Haverford, PA & Wilton Manors ",Atlantic Time (Canada)
7690,negative,United,0,@united I'm on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService,,New York,
7691,negative,American,0,@AmericanAir leaving over 20 minutes Late Flight. No warnings or communication until we were 15 minutes Late Flight. That's called shitty customer svc,,Texas,
7692,neutral,Southwest,0,@SouthwestAir Thanks I just sent a DM with this info.,,"Seattle, WA",Pacific Time (US & Canada)
7693,negative,US Airways,0,@USAirways on hold 2.5 hrs trying to reschedule our flight. Can anyone there please help us?,,,Mid-Atlantic
7694,positive,Southwest,0,@SouthwestAir @SacIntlAirport Feels like a good day to fly!!  Thanks for the ontime departure to SNA!!:) #bestinclass #30000ft #takemehome,,"Sacramento, CA",
7695,negative,US Airways,0,@USAirways you're the only airline that's not open sooner. It's not a confidence booster.,,,Central Time (US & Canada)
7696,negative,US Airways,0,"@USAirways I have now called 12 times in the last three days. That's unacceptable. I'm willing to wait on hold, but that's not an option.",,"Charlottesville, Virginia",Central Time (US & Canada)
7697,negative,United,0,"@united really, fill out a form about my flight experience? I sent an email to the 1K email address.",,"New Jersey, USA",
7698,positive,American,0,@AmericanAir Let's all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!,,,Eastern Time (US & Canada)
7699,positive,Delta,0,@JetBlue OH YEAH!!! great flight down to Mexico with a wonderful crew!! Thank you!!,,Bay Shore NY,Eastern Time (US & Canada)
7700,negative,Delta,0,@JetBlue I did not report the updated info - don't know how to reach them without a super long wait on hold at your main number.,,"Forest Hills, NY",Eastern Time (US & Canada)
7701,positive,US Airways,0,"@USAirways thanks to the gate agent in State College, PA that was able to get me on an earlier flight AND figure out an earlier connection!",,"National, based in Texas",Central Time (US & Canada)
7702,negative,United,1,@united why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http://t.co/lyoocx5mSH,,Chicago,Central Time (US & Canada)
7703,negative,American,0,"@AmericanAir If you care, could you have someone call me to explain what is going on.",,"Baltimore, Maryland",Central Time (US & Canada)
7704,negative,US Airways,0,@USAirways bumping people off a flight ten minutes before takeoff because the flight is overbooked #fail,,Nairobi,Nairobi
7705,negative,US Airways,0,"@USAirways my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!",,,
7706,neutral,American,0,@AmericanAir done. I hope you can offer something.,,North Hollywood,
7707,positive,Delta,0,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",,London,London
7708,positive,Delta,0,@JetBlue thank you,,New York City,Quito
7709,negative,US Airways,0,"@USAirways @AmericanAir 90 min delay thanks to ""maintenance issues"". Thanks for wasting a day.",,"Philadelphia, PA",Eastern Time (US & Canada)
7710,positive,United,0,@united thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.,,Pittsburgh area,Eastern Time (US & Canada)
7711,neutral,Virgin America,0,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,,"Dutchess County, NY",Eastern Time (US & Canada)
7712,negative,American,0,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.,,Dallas via NYC via the OC,Central Time (US & Canada)
7713,negative,US Airways,0,@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.,,NY,Eastern Time (US & Canada)
7714,positive,Delta,1,@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,"[34.546788, -87.012305]",From the South to 'THE' South ,Central Time (US & Canada)
7715,neutral,US Airways,0,@USAirways of course weather was a joke 43 beats 5 degrees in PHL! ⛄️☀️,,"Haverford, PA & Wilton Manors ",Atlantic Time (Canada)
7716,negative,Southwest,0,@southwestair Thanks. Yes I got through. Biggest frustration is that I'm no longer able to check in online for my flight after 4 Cancelled Flights.,,"Brooklyn, NY",Eastern Time (US & Canada)
7717,negative,Virgin America,0,@VirginAmerica hold times at call center are a bit much,,SF Bay Area,Pacific Time (US & Canada)
7718,negative,Southwest,0,@SouthwestAir having trouble reFlight Booking Problems a Cancelled Flighted flight. no one picking up phones and your site isn't working.,,Gone West,Eastern Time (US & Canada)
7719,negative,Delta,0,"@JetBlue we tried. They're not at all helpful. Terrible customer service, at this airport, at least.",,,
7720,negative,United,0,@united exactly it states a secure document is a nexus card. It does not state a passport must always be also presented. Read it,,,
7721,neutral,American,0,@ods1819 aren't you glad this isn't you RT @AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/HEpkNpuzwU,,Deep in the Heart of Texas,Central Time (US & Canada)
7722,negative,Delta,0,"@JetBlue flight was Cancelled Flighted. Do I need to file a claim for the $50 credit I'm entitled to per yr bill of rights, or will it just be issued?",,,Eastern Time (US & Canada)
7723,negative,US Airways,0,"@USAirways US 728 Uh oh, no gate. Now truck will come to us.",,,
7724,neutral,Southwest,0,@SouthwestAir Do you perhaps have a pair to the Atlanta show? #prettyplease,,,Atlantic Time (Canada)
7725,negative,Southwest,0,"@SouthwestAir I love you guys, but even Comcast has a better phone help system. A simple callback system would fix most of the problem...",,,
7726,negative,United,0,"@united to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?",,Rhode Island,Eastern Time (US & Canada)
7727,positive,Virgin America,0,"@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick, painless &amp; free.",,New York for now.,Central Time (US & Canada)
7728,neutral,United,0,"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!",,Mexico City,Central Time (US & Canada)
7729,negative,US Airways,0,@USAirways not even on your dime and free tickets.  #worsttraveldayever,,"salt lake city, utah",
7730,negative,Delta,0,@JetBlue Are there airport-wide delays at BOS or did we just get unlucky with 152?,,"Malden, MA",Eastern Time (US & Canada)
7731,negative,United,0,"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff",,OAK,Pacific Time (US & Canada)
7732,neutral,Southwest,1,@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️,,from the middle of america,Eastern Time (US & Canada)
7733,neutral,Delta,0,@JetBlue Come on and provide service from Destin- Fort Walton Beach Airport,"[0.0, 0.0]"," Bronx, NY / Destin, Fl",Santiago
7734,negative,Delta,0,@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572,,,
7735,neutral,Delta,0,@JetBlue thank you. Is there a possibility it will change?,,Long Island,Pacific Time (US & Canada)
7736,positive,Delta,0,@JetBlue thanks...,,Here & There,Eastern Time (US & Canada)
7737,negative,Southwest,0,@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.,,,
7738,negative,United,0,@united screwing me over twice in one month. Learned my lesson. We are through.,,NYC,Eastern Time (US & Canada)
7739,negative,United,0,@united JP - DM message who? Can't get a DM through to @united,,"Oakland, CA",
7740,negative,US Airways,0,@USAirways when will FLT 445 get a gate at DEN? Over 20 minutes waiting with no information.,,,
7741,positive,US Airways,0,@USAirways Nick on flight 742 was awesome. Please reward him in some way!!! He has kept us smiling on a bad day of travel. #customerservice,,,Eastern Time (US & Canada)
7742,negative,United,0,"@united Thank you. Yes, I was hoping to speak with someone directly, but appreciate the link nonetheless. :)",,West Coast of America,Alaska
7743,negative,United,0,@united seriously?   UA 806.  Delayed because of the copilot isn't here?  For 1.5 hours and he is only flying from Raleigh? Disappointing,,,
7744,positive,United,0,@united The only thing you fella have done right today is get me to the pacific time zone.,"[34.01019938, -117.42860927]",All Over The World,
7745,negative,US Airways,0,@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.,,"Denver, CO",Mountain Time (US & Canada)
7746,negative,US Airways,0,"@USAirways My booked seat ended up being the last row which was labeled ""do no occupy"" had to play musical chairs for 30 mins. Unacceptable",,Here. There. Everywhere. ,Quito
7747,neutral,Delta,0,@JetBlue no. Did not catch his name. I am sure Jason will know.,,,
7748,negative,US Airways,0,@USAirways I need an actual person in customer relations for a refund. What # can I call? I will dispute this charge on my credit card.,,,Eastern Time (US & Canada)
7749,positive,Southwest,0,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.,,,
7750,negative,American,2,@AmericanAir that's if it is ever complete and if i can ever get through customer service #theydontanswer,,Belleville,Eastern Time (US & Canada)
7751,negative,United,0,@united worst airline ever. Thanks for the slew of rude agents and staff making my delayed flights even worse.,,,Pacific Time (US & Canada)
7752,negative,American,0,@AmericanAir wasn't able to get on hold. Your system kept kicking me to the main menu.,,"Seattle, WA",Pacific Time (US & Canada)
7753,negative,American,0,@AmericanAir @lpalumbo what weather sun is out,,,
7754,negative,United,0,@united WORST SERVICE EVER. Denied access to our flight and then moved flight 6 times. How hard is it to schedule a gate? @Delta next time.,,"sunnyvale, ca",Pacific Time (US & Canada)
7755,negative,Delta,0,@JetBlue better find a way to get me to Puerto Rico tomorrow morning besides charging us three times in cash what we originally paid,,,Eastern Time (US & Canada)
7756,positive,US Airways,0,@USAirways   Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.,,"iPhone: 38.851982,-77.185593",Eastern Time (US & Canada)
7757,positive,American,0,@AmericanAir Thanks for the quick response - it's appreciated!,,"Wichita, KS",Central Time (US & Canada)
7758,negative,US Airways,1,@USAirways telling a man theres NO FLIGHTS for the next 10 hrs!!! NO standby! NOTHING! NO OPTIONS! trying to get to sick child! #FireVan!,,PR: 1stlady@theimagecartel.com,Pacific Time (US & Canada)
7759,neutral,Southwest,0,@SouthwestAir do you have a pair of tickets to the @Imaginedragons show in Atlanta?! I'd love to go! #DestinationDragons,,,Atlantic Time (Canada)
7760,positive,American,0,@AmericanAir thanks for keeping us safe,,Chicago Subs,
7761,positive,Delta,0,"@JetBlue Best airline name ever. Whenever I see it, I want to get on their plane to blue skies &amp; sea. (And they DELIVER on that promise)",,"Washington, D.C.",Eastern Time (US & Canada)
7762,neutral,United,0,@united why de-ice before taxing? Maybe it #makestoomuchsense ? #shouldhaveflowndelta #unitedsucks @Delta @SouthwestAir @AmericanAir,,,
7763,negative,United,0,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,,Wherever I want to be ,Pacific Time (US & Canada)
7764,negative,United,1,@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.,"[39.85760174, -104.66669625]","Montana, God's country
",Pacific Time (US & Canada)
7765,negative,Southwest,0,"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding",,,Mountain Time (US & Canada)
7766,negative,American,0,"@AmericanAir Where are your ticket offices in Boston? Impossible to book by phone or use voucher on website, what a headache! PLEASE HELP!",,"Cambridge, MA",Mid-Atlantic
7767,negative,Delta,0,@JetBlue PR-friendly tweets don't help drive accountability. Hope Mr. Hayes takes note.,,,
7768,neutral,Southwest,0,@SouthwestAir CEO discusses possibilities of NHL Vegas arena naming rights http://t.co/t3E4SH5xNg @SMUSportMgt #sportsbiz,,"Dallas,TX",
7769,negative,Delta,0,"@jetblue well, we're on our way now, but more than half my tv channels are just static. 😔",,,
7770,positive,Delta,0,@JetBlue i love this song &lt;3 thanks @JetBlue,,,
7771,negative,Delta,0,@JetBlue just please get my luggage from #2070 onto carousel 5 / Logan Airport and I'll be able to go home!,,"Boston, MA",Eastern Time (US & Canada)
7772,negative,Southwest,0,@SouthwestAir we can let #bags flutter because we charge travelers that had to change dates #fullprice and we don't let them travel,,Kansas City MO,Central Time (US & Canada)
7773,neutral,Delta,0,@JetBlue Will do.  I'll tell him you say hey.,,"Virginia Beach, VA",Eastern Time (US & Canada)
7774,negative,US Airways,0,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic",,Kentucky,Eastern Time (US & Canada)
7775,negative,United,1,@united Yes I needed plenty of assistance but received none.,"[38.26810946, -82.12153441]",West Virginia,Alaska
7776,negative,American,1,@AmericanAir it's been 2 hrs of wait on the phone a) worst customer services b) trying to know where my suitcase Is and way MORE 😤#ANGRY,"[43.6950263, -79.3457844]","Toronto,Montreal,L.A,NY",Quito
7777,positive,Delta,0,"@JetBlue flight attendant Wendi on Flt 127 on 2/17, Newark to Orlando.  👍👍",,,
7778,negative,Delta,0,@JetBlue I thought being a mosaic member had 'perks' the best part is instead of checking the extra 5lbs I'm carrying it on 😒,,NYC | NOLA  ,
7779,negative,Southwest,0,@SouthwestAir now on hold for 2.5 hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL,,USA,Eastern Time (US & Canada)
7780,negative,US Airways,0,@USAirways oh the irony. A dog who will not spot barking in waiting area is now right in front of me! Please send me a cocktail coupon stat,,"Monterey County, CA",Arizona
7781,negative,US Airways,0,"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered",,Delaware,Eastern Time (US & Canada)
7782,neutral,Southwest,0,"@SouthwestAir I think that flight was supposed to go to Houston as well, in case someone could check that?",,"USA, USA!",Eastern Time (US & Canada)
7783,negative,Southwest,0,@SouthwestAir needed my flight info so I can add my rapid rewards to my flight ... First time I have flown with SW - won't do it again #mad,,,
7784,neutral,Delta,0,No. RT @JetBlue Our fleet's on fleek.,,NYC,Eastern Time (US & Canada)
7785,negative,Southwest,0,"@SouthwestAir What's with the pricing cache?! About to book a flight, refreshed the page, &amp; the price jumped from $73 to $159. Ridiculous. 😑",,"San Jose, CA",
7786,neutral,US Airways,0,"THE END: RT @USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/NBpCJCpEW9",,Dallas/Fort Worth,Central Time (US & Canada)
7787,negative,Delta,0,delete your account @JetBlue,,"New Brunswick, NJ",Eastern Time (US & Canada)
7788,negative,US Airways,0,@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1),,Cleveland/Sandusky,
7789,neutral,Southwest,0,@SouthwestAir When does PV get approved? I am ready to go!!,,"Sacramento, CA",
7790,negative,American,0,"@AmericanAir sorry so Late Flight, responded to your DM.",,Liverpool,
7791,negative,United,0,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,,USA,
7792,negative,United,1,"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks",,Buck-hio,
7793,negative,United,0,@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing,,"driving, probably",Quito
7794,negative,United,0,"@united we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/Pd3nbAAkxH",,Tetbury,London
7795,negative,American,0,@AmericanAir when the pilot announces that the plane has been unused for 2 days and maintenance is dealing with another aircraft..,,"iPhone: 37.621227,-122.386002",Eastern Time (US & Canada)
7796,negative,United,0,@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney,,Greater Seattle Area,Pacific Time (US & Canada)
7797,negative,Southwest,0,"@SouthwestAir I understand weather is not your fault, but as a frequent flyer I expected better customer service. I'll be trying @Delta",,,Central Time (US & Canada)
7798,positive,American,0,@AmericanAir Always enjoy my time. Now on the plane to DFW!,,"Champaign/Urbana, IL",
7799,negative,American,0,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care,,Belle MO,
7800,negative,US Airways,0,@USAirways On hold for &gt;70 mins on my 3rd attempt just to get a receipt showing change fees for an upcoming flight. Please help!,,Boston area,Eastern Time (US & Canada)
7801,negative,United,0,“@united: @RobCNYC See information on our boarding process: http://t.co/gBIw9ugFNm ^KP”. I get group 1&amp;2. Just no reason on 3/5.,,New York,Eastern Time (US & Canada)
7802,negative,American,0,@AmericanAir I'm flying into DCA my bag is at IAD.  I am already Late Flight for my meetings at work.  I will call the number when I land 😭,,,
7803,neutral,Southwest,0,@SouthwestAir your hold music sounds like it's from Super Mario Bros for gameboy color,,,Central Time (US & Canada)
7804,negative,Southwest,0,@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,,,
7805,negative,Delta,0,"@JetBlue flight delayed 3x(!) and still not taking off on time, &amp; greeting me at my seat (yes it's gum &amp; garbage): http://t.co/n9hmcrJChb",,,Eastern Time (US & Canada)
7806,negative,United,0,"@united the we got into the gate at IAH on time and have given our seats and closed the flight. If you know people is arriving, have to wait",,,Buenos Aires
7807,negative,American,0,@AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.,,"Washington, DC",Pacific Time (US & Canada)
7808,negative,American,0,@AmericanAir HELP NEEDED ! #complaint ticketed passenger with no available seats scheduled to leave Late Flightr today,,,
7809,negative,Southwest,0,"@SouthwestAir PWM direct to Orlando on Saturdays, why is this only happening in March? I thought it was going to be a permanent thing. :(",,Maine,Eastern Time (US & Canada)
7810,negative,United,0,@united you left my bag in Houston last night. It's freezing cold in Memphis. Any idea on when I will see it? Off again tomorrow.,,"Melbourne, Australia ",Melbourne
7811,neutral,American,0,"@AmericanAir Ps, I was right.",,Nashville/Space,Central Time (US & Canada)
7812,positive,Southwest,0,@SouthwestAir you're the best,,Texas,Central Time (US & Canada)
7813,negative,US Airways,0,"@USAirways stranded @Ernie_Vigil Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  Cancelled Flighted my mechanics flight today.",,,
7814,negative,US Airways,0,@USAirways I don't think I've ever had a us airways flight that went smoothly.,,"Queens, New York",
7815,neutral,Southwest,0,@SouthwestAir done.0,,Nashville/Franklin,Central Time (US & Canada)
7816,positive,Southwest,0,@SouthwestAir thank you!,,"Washington, DC",
7817,negative,Southwest,0,@SouthwestAir injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?,,,
7818,neutral,Southwest,0,@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee,,Kansas City MO,Central Time (US & Canada)
7819,neutral,American,0,@AmericanAir your message was delayed I just responded,,The Republic of Texas,Central Time (US & Canada)
7820,neutral,Delta,0,@JetBlue should I expect delays at dca for 7am departure?  Going to Orlando on flight 723,,"Dayton, Ohio",Eastern Time (US & Canada)
7821,negative,Southwest,0,@SouthwestAir an entire flight of luggage missing at #dca.  Over an hour and nobody knows anything.,,Here and there.,Pacific Time (US & Canada)
7822,negative,US Airways,0,@USAirways they weren't able to without reFlight Booking Problems and recharging the amount plus $25 fee for help over phone. Spoke to 2 agents &amp; Jeanine,,McKinney TX,
7823,negative,US Airways,0,"@USAirways I did, but i need to get a human being. What's the fastest way to achieve this? All I get is a computer.",,,
7824,negative,American,0,@AmericanAir You are having phone issues.  Please fix it!!!!,,,
7825,negative,US Airways,0,"@USAirways already did. I travel for a living, no help at all that it will take 3-4 weeks for any repair. And I have to pay to ship to TX.",,"Knoxville, TN",Indiana (East)
7826,neutral,Delta,0,@JetBlue Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...,,Greater Boston Area,Eastern Time (US & Canada)
7827,positive,Delta,0,@JetBlue haha thanks Jetblue👌☺️,,NBMA,Eastern Time (US & Canada)
7828,negative,Delta,0,@JetBlue what's the delay if the system isn't down?,,,
7829,neutral,Southwest,0,@SouthwestAir Sorry! Thought I did. It's done now.,,"Miami, FL",Eastern Time (US & Canada)
7830,positive,Delta,0,"@JetBlue thanks so much for help Us, u r amazing!",,,Bogota
7831,negative,US Airways,0,@usairways @BarclaycardUS 1 hr wait so far for customer service. yes bad weather but do air traffic controllers answer your phones?!??,,Philadelphia,Atlantic Time (Canada)
7832,neutral,Delta,0,@JetBlue yep it's for tomorrow.,,,Eastern Time (US & Canada)
7833,neutral,Delta,0,@JetBlue you just tight that you're #59 on the world's best airlines list &amp; @VirginAtlantic is ranked higher! @VirginAtlantic here I come!,,NYC | NOLA  ,
7834,negative,US Airways,0,@USAirways this is so unacceptable. I'm going for the day. Now most of my day will be sitting on your plane. Not to mention there is no air,,On a beach,Quito
7835,neutral,Virgin America,0,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,,California,Pacific Time (US & Canada)
7836,negative,United,0,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,"[41.97758714, -87.91388554]","Chicago, IL",
7837,negative,US Airways,0,@USAirways now the plane is 100 degrees and we are burning up. This is completely illegal.,,On a beach,Quito
7838,negative,US Airways,0,@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.,,Dublin Raised | Brooklyn Based,Dublin
7839,negative,US Airways,0,@USAirways only to come home a day Late Flight to find out you guys have lost my luggage,,,
7840,negative,United,0,@united Still waiting on our bag! Never got delivered yesterday. Can't reach a real person for help. Sending DM with ref number.,,Someplace saving something,Eastern Time (US & Canada)
7841,negative,American,0,"@AmericanAir @USAirways if this is how your merger is going to go, you fail! Huge probls w/comm on DFW storm. Cxld rtrn flts. NOT COOL!!!",,north carolina,Quito
7842,neutral,Delta,0,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/zSdGzyDNDe",,UK,Sydney
7843,negative,American,1,"@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Monday, Flightaware says. http://t.co/atwyiFh6Zy",,World Wide,Pretoria
7844,negative,US Airways,0,@USAirways they had to turn the seat cushions over and clean the area. Please explain this issue?,,Here. There. Everywhere. ,Quito
7845,negative,US Airways,0,@USAirways honest question - how is a 1-way ticket from Charlotte (your hub) to LAX (2nd biggest city in USA) almost $600?????,,Cali native now in Charlotte,Quito
7846,positive,Delta,0,@JetBlue Then en route to the airport the rebooked ticket was refunded.,,,Quito
7847,neutral,Southwest,0,@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?,,"Golftown, USA",
7848,negative,Virgin America,0,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn",,,
7849,positive,US Airways,0,@USAirways thanks,,,Eastern Time (US & Canada)
7850,negative,American,0,"@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled.",,,
7851,negative,Southwest,0,@SouthwestAir flight #211pilot spilled his tea on the radio! Yay for delays! Almost an hour now!,,,
7852,neutral,Southwest,0,@SouthwestAir @Imaginedragons #DestinationDragons Any tix to spare? I wanna go see the show on Friday in LA with my friend @HayleyMad!,,"Los Angeles, CA",Central Time (US & Canada)
7853,negative,US Airways,0,@USAirways too Late Flight.,,,Buenos Aires
7854,negative,American,0,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.,,"North Saanich, BC",Pacific Time (US & Canada)
7855,positive,US Airways,0,"@USAirways please thank Mellie at CAE, Tammy in baggage claim at CLT 4 #excellent customer service 2day, BUT I have a complaint.",,,
7856,negative,United,0,@united but your system gave my seat away.now I'm 27L Economy! Not Econ + seat. How did you give my plus seat away?,,,
7857,neutral,Delta,0,"@JetBlue Hi there, any rough idea of when January 2016 flights will be made available?",,,Eastern Time (US & Canada)
7858,negative,United,0,@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!,,"Island of Oahu, Hawaii",
7859,neutral,Delta,0,@JetBlue 😭 I used points can I get them back if I decide not to go?,,Brooklyn!,
7860,negative,Virgin America,0,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,,"Telluride, CO",Central Time (US & Canada)
7861,negative,Southwest,0,@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare,,,
7862,negative,US Airways,0,"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.",,"Florida Raised, NYC Based ",London
7863,negative,US Airways,0,@USAirways - been on hold with reservations for over 30 min already! #worstairline,,,
7864,negative,US Airways,0,"@USAirways if a passenger is to large to put down the armrest and now is using part of my seat, what is my recourse?  #nothappy",,Tacoma Washington,Pacific Time (US & Canada)
7865,negative,United,0,"@united can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.",,,
7866,positive,Southwest,0,@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?,,"Nashville,TN",
7867,negative,Delta,0,“@JetBlue: Our fleet's on fleek. http://t.co/8o3SCR5EFW” smh yall expect me to trust a childish airline with my life? #Nah,,,Hawaii
7868,negative,United,0,@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.,"[29.98384925, -95.3374653]",Seattle,Pacific Time (US & Canada)
7869,neutral,United,0,@united What happens on 9:11 a.m. of 9/11 2spooky 4me m8 such spook much scare,,,Central Time (US & Canada)
7870,positive,Southwest,0,@SouthwestAir Awwweesssooomee!,,"Tucson, AZ",Arizona
7871,negative,US Airways,2,"@USAirways was on hold for four hours, never got connected. Came to the airport and your rep essentially told me and everyone else to screw",,"Washington, D.C.",Eastern Time (US & Canada)
7872,neutral,American,0,@AmericanAir how does one book a ticket online and put it on hold?  Does that require that I pay for the ticket?,,The City of Big Shoulders,Central Time (US & Canada)
7873,negative,United,0,@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,,,
7874,negative,Virgin America,0,@VirginAmerica Because we never rec'd Cancelled Flightlation notice we were left w no options to fly out of PS. Driving to LA for a red eye Mon w kids,,New York City ,Eastern Time (US & Canada)
7875,negative,United,0,@united stuck on Tarmac for the last hour. Can I have a beer?,"[40.6867848, -74.18351089]","St. Louis, MO",Central Time (US & Canada)
7876,negative,American,0,@AmericanAir @USAirways I've tried to be understanding and let you handle the situation but I guess I was wrong about that,,McKinney TX,
7877,neutral,American,0,@AmericanAir Am on web site requesting refund for Cancelled Flightled flight. It requires numerical document number. Where get it?,,,Central Time (US & Canada)
7878,negative,American,0,@AmericanAir of delays and trapped on planes with no water or air. Never ever ever again. #neveragain #aafail,,"Miami, FL",
7879,negative,US Airways,0,@USAirways We take Late Flight to a whole new level!,,Jacksonville,Eastern Time (US & Canada)
7880,negative,American,0,@AmericanAir Only fluctuated because aa took 2 hrs to call me back.Ended up paying (extra) in $US so above statement not true,,New York,
7881,neutral,American,0,@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?,,,
7882,neutral,United,0,@united Thanks. Got it straightend out last night.,,New Jersey,Eastern Time (US & Canada)
7883,positive,Delta,0,@JetBlue thanks to you customers like me stay loyal. From check in to landing.,,,America/New_York
7884,neutral,US Airways,0,@USAirways and @AmericanAir aren't as merged as the marketing departments would have us believe. Maybe @Delta or @united can get me home?,,,
7885,neutral,Southwest,0,@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?,,Chicago,Central Time (US & Canada)
